id_offre,titre,entreprise,ville,domaine,description,competences,duree_mois,remunere
OFF-147,assistant diagnostic médical,MedResearch Group,Nabeul,Santé & Biologie,Il participe à la gestion des équipements de laboratoire et au respect des normes sanitaires. Le stagiaire réalise des analyses en laboratoire et applique les protocoles de contrôle qualité pharmaceutique. Le stage porte sur le suivi des patients dans le cadre d'essais cliniques encadrés par un médecin référent. La mission inclut des manipulations de biologie moléculaire et l'interprétation de diagnostics médicaux.,Pharmacovigilance Diagnostics Contrôle-Qualité Analyses,3,Oui
OFF-148,Assistant Marketing Automation,AdWave Sousse,Sousse,Marketing & Digital,L'étudiant participe à la mise en place de scénarios d'emailing et de marketing automation. Il analyse les performances des campagnes via Google Analytics et propose des optimisations budgétaires. Le stage porte sur le suivi des indicateurs de croissance et l'animation de la communauté en ligne.,Canva Copywriting SEO Community-Management SEA,4,Non
OFF-149,Stage Fiscalité et Comptabilité,Bilan Expert,à distance,Finance & Comptabilité,Le stage porte sur le contrôle de gestion budgétaire et le suivi des écarts entre prévisions et réalisations. La mission inclut la gestion de la trésorerie quotidienne et le suivi des flux de paiement sur SAP. Il contribue à l'analyse de portefeuille d'investissement et à l'évaluation des risques financiers. Il prépare des rapports de reporting financier mensuel destinés à la direction générale.,Comptabilité Contrôle-de-Gestion Excel Analyse-Financière Bilan IFRS,2,Oui
OFF-150,Stagiaire Développeur Frontend React,Medina Digital Labs,Sousse,Informatique & Web,La mission inclut la mise en place de pipelines CI/CD et la conteneurisation des services avec Docker et Kubernetes. Le candidat contribue aux revues de code et aux tests unitaires afin d'assurer la qualité du logiciel livré. Il travaille sur l'architecture backend en Java Spring Boot et la gestion des bases de données SQL.,Symfony API-REST Linux Flutter Git JavaScript,6,Oui
OFF-151,Stagiaire Growth Marketing,BrandCraft Tunis,Sousse,Marketing & Digital,Il gère les réseaux sociaux de la marque et planifie un calendrier éditorial de contenu engageant. L'étudiant participe à la mise en place de scénarios d'emailing et de marketing automation.,SEA Marketing-Automation Canva Réseaux-Sociaux Community-Management Google-Ads,3,Oui
OFF-152,Stage Biologie Moléculaire,Pharmalab Tunisie,Nabeul,Santé & Biologie,Le stagiaire réalise des analyses en laboratoire et applique les protocoles de contrôle qualité pharmaceutique. La mission inclut des manipulations de biologie moléculaire et l'interprétation de diagnostics médicaux. L'étudiant effectue des tests de microbiologie et consigne les résultats dans les registres du laboratoire.,Diagnostics Biologie-Moléculaire Santé Pharmacovigilance,,Oui
OFF-153,Stage Bureau d'Études Structures,ArchiTech Tunis,à distance,Génie Civil & BTP,Il participe aux relevés topographiques et à la vérification des fondations avant coulage du béton. Le stagiaire assure le suivi de chantier et vérifie la conformité des plans de structures en béton armé. Il utilise AutoCAD et Revit pour la conception des plans techniques et des structures du bâtiment.,Revit Béton-Armé Génie-Civil Structures Sécurité Suivi-de-Travaux,2,Oui
OFF-154,stagiaire mlops,Carthage Analytics,Sousse,Data & IA,Le stage porte sur le déploiement de modèles en production via des pratiques MLOps et Spark. Le stagiaire nettoie et prépare des jeux de données avec Pandas puis entraîne des modèles de classification supervisée.,Naive-Bayes Deep-Learning NLP Régression-Logistique TensorFlow SQL,,Oui
OFF-155,Stagiaire Ingénieur Génie Civil,BTP Confort,à distance,Génie Civil & BTP,Le stage porte sur le suivi budgétaire des travaux et la gestion des approvisionnements en matériaux. Il participe à l'élaboration des métrés et à l'estimation des quantités de matériaux nécessaires aux ouvrages.,Métré Revit Béton-Armé AutoCAD Suivi-de-Travaux Chantier,5,Non
OFF-156,Stagiaire Trésorerie,Sfax Finance Consulting,Sfax,Finance & Comptabilité,Il utilise Excel avancé pour construire des modèles financiers et des tableaux de bord de trésorerie. L'étudiant participe au calcul de la fiscalité et à la déclaration des impôts de la société.,Trésorerie Analyse-Financière Contrôle-de-Gestion Ratios-Financiers,3,Oui
OFF-157,Stagiaire Achats,Achats Express Tunisie,Sousse,Logistique & Supply Chain,Il contribue à l'organisation de l'entrepôt et à l'optimisation des flux de marchandises. L'étudiant analyse les indicateurs de performance logistique et propose des axes d'amélioration.,Transport Logistique Gestion-de-Stocks Supply-Chain Entrepôt SAP,5,Oui
OFF-158,Stage Technicien de Laboratoire,Analyse Plus Sousse,Ariana,Santé & Biologie,Il assiste l'équipe de recherche clinique dans la rédaction des protocoles expérimentaux. Il contribue au contrôle qualité des échantillons et à la validation des méthodes d'analyse. Il participe à la gestion des équipements de laboratoire et au respect des normes sanitaires. La mission inclut des manipulations de biologie moléculaire et l'interprétation de diagnostics médicaux.,Analyses Protocoles Contrôle-Qualité Microbiologie Santé Laboratoire,5,Oui
OFF-159,Stage Planification Transport,FlowChain Monastir,Nabeul,Logistique & Supply Chain,Il contribue à l'organisation de l'entrepôt et à l'optimisation des flux de marchandises. Il participe au suivi des délais de livraison et à la résolution des incidents de transport. Le stagiaire optimise la gestion des stocks et suit les niveaux d'approvisionnement sur SAP. Il participe à la planification des transports et à la coordination des livraisons entre entrepôts.,Gestion-de-Stocks Import-Export Supply-Chain Logistique Approvisionnement,5,Oui
OFF-160,Data Scientist Junior,NeuralTech Sfax,Tunis,Data & IA,L'étudiant conçoit des tableaux de bord Power BI à partir de données extraites en SQL. Il développe des modèles de deep learning avec TensorFlow et PyTorch pour des tâches de vision par ordinateur.,Machine-Learning SQL Scikit-learn Python PyTorch,5,Oui
OFF-161,Développeur Java Junior,Tech Solutions Tunisie,Monastir,Informatique & Web,Il travaille sur l'architecture backend en Java Spring Boot et la gestion des bases de données SQL. Il est chargé de corriger les bugs remontés en production et de documenter le code source sur Git. Il conçoit et implémente des API REST en Node.js et Symfony pour les modules internes de la plateforme. L'étudiant participe à la maintenance des serveurs Linux et à l'administration réseau de l'infrastructure.,CI/CD Flutter Symfony Kubernetes,6,Oui
OFF-162,STAGE INGÉNIEUR BTP CHANTIER,ArchiTech Tunis,Tunis,Génie Civil & BTP,L'étudiant assiste le conducteur de travaux dans la coordination des équipes sur le chantier. Il contribue à la rédaction des rapports de chantier et au suivi de l'avancement des ouvrages.,AutoCAD Ouvrages Plans Béton-Armé Revit,2,Oui
OFF-163,Stage Formation et Développement,GRH Solutions,Sousse,Ressources Humaines,Le stage porte sur la veille en droit du travail et la mise à jour des procédures internes. Il participe à la gestion des relations sociales et au suivi des dossiers du personnel. L'étudiant assiste aux entretiens de recrutement et rédige des comptes rendus d'évaluation des compétences. Il accompagne le processus d'onboarding des nouveaux employés et prépare les documents administratifs.,Recrutement SIRH Onboarding Entretiens Évaluation-des-Compétences,4,Oui
OFF-164,Stagiaire Contrôle Qualité BTP,Chantiers du Nord,Sousse,Génie Civil & BTP,Il participe à l'élaboration des métrés et à l'estimation des quantités de matériaux nécessaires aux ouvrages. La mission inclut le contrôle qualité sur site et le respect des normes de sécurité du chantier. Il utilise AutoCAD et Revit pour la conception des plans techniques et des structures du bâtiment.,Topographie Métré Génie-Civil Chantier Revit,2,Non
OFF-165,STAGIAIRE INGÉNIEUR LOGICIEL,Numera Tunisie,Ariana,Informatique & Web,La mission inclut la mise en place de pipelines CI/CD et la conteneurisation des services avec Docker et Kubernetes. Le stage porte sur le développement mobile multiplateforme avec Flutter et l'intégration de services cloud.,Flutter SQL Git React,6,Oui
OFF-166,Stagiaire MLOps,AI Nexus Labs,à distance,Data & IA,L'étudiant conçoit des tableaux de bord Power BI à partir de données extraites en SQL. Il implémente des algorithmes de Naive Bayes et de régression logistique pour prédire des variables métier.,Scikit-learn PyTorch Python Deep-Learning Spark,,Oui
OFF-167,Stagiaire Data Engineer,NeuralTech Sfax,Monastir,Data & IA,L'étudiant conçoit des tableaux de bord Power BI à partir de données extraites en SQL. Il développe des modèles de deep learning avec TensorFlow et PyTorch pour des tâches de vision par ordinateur.,Régression-Logistique PyTorch TensorFlow Naive-Bayes,4,Oui
OFF-168,Stagiaire Community Manager,BrandCraft Tunis,Sfax,Marketing & Digital,Il analyse les performances des campagnes via Google Analytics et propose des optimisations budgétaires. Il assiste le chef de produit dans le lancement de nouvelles offres et l'étude de la concurrence. La mission inclut la création de contenus visuels sur Canva et la rédaction de textes publicitaires percutants.,Analytics Emailing SEA Community-Management Canva,4,Oui
OFF-169,Analyste Marketing Junior,MediaPulse Tunisie,Nabeul,Marketing & Digital,L'étudiant participe à la mise en place de scénarios d'emailing et de marketing automation. Le stagiaire élabore des campagnes SEO et SEA pour améliorer la visibilité des clients sur Google Ads. Il gère les réseaux sociaux de la marque et planifie un calendrier éditorial de contenu engageant. La mission inclut la création de contenus visuels sur Canva et la rédaction de textes publicitaires percutants.,Content-Marketing Community-Management Canva SEO Google-Ads Analytics,3,
OFF-170,Stage SEO SEA,Visibility Plus,Tunis,Marketing & Digital,Il analyse les performances des campagnes via Google Analytics et propose des optimisations budgétaires. La mission inclut la création de contenus visuels sur Canva et la rédaction de textes publicitaires percutants. Le stagiaire élabore des campagnes SEO et SEA pour améliorer la visibilité des clients sur Google Ads.,Réseaux-Sociaux Analytics Copywriting Branding,2,Non
OFF-171,Stagiaire Analyses Biomédicales,Clinilab Sfax,à distance,Santé & Biologie,Le stage porte sur le suivi des patients dans le cadre d'essais cliniques encadrés par un médecin référent. La mission inclut des manipulations de biologie moléculaire et l'interprétation de diagnostics médicaux.,Biologie-Moléculaire Diagnostics Protocoles Microbiologie Santé,2,Oui
OFF-172,Stagiaire Analyses Biomédicales,Clinilab Sfax,Monastir,Santé & Biologie,Il participe au suivi des essais cliniques et à la collecte des données de pharmacovigilance. L'étudiant effectue des tests de microbiologie et consigne les résultats dans les registres du laboratoire. Le stage porte sur le suivi des patients dans le cadre d'essais cliniques encadrés par un médecin référent.,Pharmacovigilance Diagnostics Protocoles Microbiologie,4,Non
OFF-173,Stagiaire Optimisation Logistique,SupplyLink Tunisie,Ariana,Logistique & Supply Chain,Le stagiaire optimise la gestion des stocks et suit les niveaux d'approvisionnement sur SAP. La mission inclut le suivi des opérations d'import export et la gestion des documents douaniers. Il assiste le service achats dans la négociation avec les fournisseurs et le suivi des commandes.,Transport Entrepôt Optimisation-des-Flux Supply-Chain,4,Non
OFF-174,Stage Fiscalité et Comptabilité,Capital Invest Tunis,à distance,Finance & Comptabilité,L'étudiant participe au calcul de la fiscalité et à la déclaration des impôts de la société. Il contribue à l'analyse de portefeuille d'investissement et à l'évaluation des risques financiers.,Contrôle-de-Gestion Reporting Fiscalité SAP IFRS,6,Oui
OFF-175,Stagiaire Community Manager,MediaPulse Tunisie,Monastir,Marketing & Digital,La mission inclut la création de contenus visuels sur Canva et la rédaction de textes publicitaires percutants. L'étudiant participe à la mise en place de scénarios d'emailing et de marketing automation. Il analyse les performances des campagnes via Google Analytics et propose des optimisations budgétaires.,Google-Ads Emailing Copywriting Canva,,Oui
OFF-176,Stage Coordinateur Entrepôt,TransMed Sfax,Monastir,Logistique & Supply Chain,Il contribue à l'organisation de l'entrepôt et à l'optimisation des flux de marchandises. La mission inclut le suivi des opérations d'import export et la gestion des documents douaniers. Il assiste le service achats dans la négociation avec les fournisseurs et le suivi des commandes.,Import-Export Optimisation-des-Flux SAP Entrepôt,6,Non
OFF-177,Assistant Architecte Technique,Béton Expert Monastir,Sfax,Génie Civil & BTP,Il participe aux relevés topographiques et à la vérification des fondations avant coulage du béton. Il participe à l'élaboration des métrés et à l'estimation des quantités de matériaux nécessaires aux ouvrages.,Suivi-de-Travaux Ouvrages Structures Béton-Armé,6,Oui
OFF-178,Stagiaire MLOps,NeuralTech Sfax,Sousse,Data & IA,L'étudiant conçoit des tableaux de bord Power BI à partir de données extraites en SQL. Il implémente des algorithmes de Naive Bayes et de régression logistique pour prédire des variables métier. Le stagiaire nettoie et prépare des jeux de données avec Pandas puis entraîne des modèles de classification supervisée.,TensorFlow SQL Pandas Deep-Learning Scikit-learn Spark,3,Oui
OFF-179,Stage Content Manager,MediaPulse Tunisie,Tunis,Marketing & Digital,L'étudiant participe à la mise en place de scénarios d'emailing et de marketing automation. Il gère les réseaux sociaux de la marque et planifie un calendrier éditorial de contenu engageant.,Content-Marketing Emailing Community-Management SEA,2,Non
OFF-180,Stage Planification Transport,FlowChain Monastir,Sfax,Logistique & Supply Chain,Il participe au suivi des délais de livraison et à la résolution des incidents de transport. Il contribue à l'organisation de l'entrepôt et à l'optimisation des flux de marchandises. Il assiste le service achats dans la négociation avec les fournisseurs et le suivi des commandes. Le stage porte sur la coordination de la chaîne d'approvisionnement de bout en bout.,Transport SAP Gestion-de-Stocks Import-Export Logistique,,Oui
OFF-181,Stagiaire Relations Sociales,Carrière Conseil,Sfax,Ressources Humaines,Il participe à la gestion des relations sociales et au suivi des dossiers du personnel. Il accompagne le processus d'onboarding des nouveaux employés et prépare les documents administratifs. Il contribue à l'organisation de sessions de formation interne et au suivi des indicateurs RH. Il participe à la gestion des talents et au suivi des plans de formation des collaborateurs.,Gestion-des-Talents Onboarding Recrutement Fiches-de-Poste Formation,6,Oui
OFF-182,Stagiaire Supply Chain,FlowChain Monastir,Nabeul,Logistique & Supply Chain,Il assiste le service achats dans la négociation avec les fournisseurs et le suivi des commandes. L'étudiant analyse les indicateurs de performance logistique et propose des axes d'amélioration. Il contribue à l'organisation de l'entrepôt et à l'optimisation des flux de marchandises. Le stage porte sur la coordination de la chaîne d'approvisionnement de bout en bout.,Optimisation-des-Flux SAP Supply-Chain Transport Entrepôt,6,Oui
OFF-183,Stagiaire Relations Sociales,PeopleFirst Group,Sfax,Ressources Humaines,Le stage porte sur la veille en droit du travail et la mise à jour des procédures internes. La mission inclut le traitement de la paie mensuelle et la mise à jour du logiciel SIRH.,Paie Recrutement Entretiens SIRH Fiches-de-Poste,5,Oui
OFF-184,ANALYSTE BIG DATA JUNIOR,Smart Data Solutions,à distance,Data & IA,Il implémente des algorithmes de Naive Bayes et de régression logistique pour prédire des variables métier. Il développe des modèles de deep learning avec TensorFlow et PyTorch pour des tâches de vision par ordinateur. La mission consiste à construire des pipelines de features et à évaluer les modèles via precision recall et F1-score.,Spark Machine-Learning Régression-Logistique Scikit-learn TF-IDF NLP,6,Oui
OFF-185,Data Analyst BI Junior,DataVision Tunisie,à distance,Data & IA,Le stage porte sur le déploiement de modèles en production via des pratiques MLOps et Spark. Il développe des modèles de deep learning avec TensorFlow et PyTorch pour des tâches de vision par ordinateur. Le stagiaire nettoie et prépare des jeux de données avec Pandas puis entraîne des modèles de classification supervisée. La mission consiste à construire des pipelines de features et à évaluer les modèles via precision recall et F1-score.,Naive-Bayes TF-IDF Spark Deep-Learning NLP,6,Non
OFF-186,Stage Content Manager,BrandCraft Tunis,Nabeul,Marketing & Digital,Il contribue au positionnement de la marque et à la définition de la stratégie de branding. Le stagiaire élabore des campagnes SEO et SEA pour améliorer la visibilité des clients sur Google Ads. Il analyse les performances des campagnes via Google Analytics et propose des optimisations budgétaires. Le stage porte sur le suivi des indicateurs de croissance et l'animation de la communauté en ligne.,SEO Branding SEA Community-Management Analytics,6,Non
OFF-187,Stage Chargé de Marketing Digital,SocialHive,Sousse,Marketing & Digital,Il analyse les performances des campagnes via Google Analytics et propose des optimisations budgétaires. Il gère les réseaux sociaux de la marque et planifie un calendrier éditorial de contenu engageant.,Branding Réseaux-Sociaux SEA Community-Management Marketing-Automation SEO,4,Non
OFF-188,Stagiaire Growth Marketing,MediaPulse Tunisie,Sousse,Marketing & Digital,Il gère les réseaux sociaux de la marque et planifie un calendrier éditorial de contenu engageant. La mission inclut la création de contenus visuels sur Canva et la rédaction de textes publicitaires percutants. Il analyse les performances des campagnes via Google Analytics et propose des optimisations budgétaires. Il contribue au positionnement de la marque et à la définition de la stratégie de branding.,SEO Community-Management Content-Marketing SEA,2,Non
OFF-189,Stagiaire Data Engineer,Smart Data Solutions,Monastir,Data & IA,Il travaille sur des techniques de TF-IDF et de traitement du langage naturel pour l'analyse de textes. Le stagiaire nettoie et prépare des jeux de données avec Pandas puis entraîne des modèles de classification supervisée. Le stage porte sur le déploiement de modèles en production via des pratiques MLOps et Spark. La mission consiste à construire des pipelines de features et à évaluer les modèles via precision recall et F1-score.,Power-BI PyTorch Python Pandas,6,Oui
OFF-190,ANALYSTE SUPPLY CHAIN JUNIOR,Cargo Plus Nabeul,à distance,Logistique & Supply Chain,Il participe au suivi des délais de livraison et à la résolution des incidents de transport. Il participe à la planification des transports et à la coordination des livraisons entre entrepôts. La mission inclut le suivi des opérations d'import export et la gestion des documents douaniers.,Import-Export Optimisation-des-Flux Transport Supply-Chain Approvisionnement Entrepôt,2,Oui
OFF-191,Stage Onboarding,Emploi Direct Tunisie,Sousse,Ressources Humaines,Il participe à la gestion des relations sociales et au suivi des dossiers du personnel. Il contribue à l'organisation de sessions de formation interne et au suivi des indicateurs RH.,Gestion-des-Talents Droit-du-Travail Onboarding Fiches-de-Poste Recrutement,,Oui
OFF-192,Assistant Gestion des Stocks,Entrepôt Central Tunis,à distance,Logistique & Supply Chain,Il assiste le service achats dans la négociation avec les fournisseurs et le suivi des commandes. L'étudiant analyse les indicateurs de performance logistique et propose des axes d'amélioration.,Optimisation-des-Flux Logistique Transport Planification Supply-Chain,4,Oui
OFF-193,Stage Essais Cliniques,Institut Diagnostic Tunis,Sfax,Santé & Biologie,Le stage porte sur le suivi des patients dans le cadre d'essais cliniques encadrés par un médecin référent. Le stagiaire réalise des analyses en laboratoire et applique les protocoles de contrôle qualité pharmaceutique. Il contribue au contrôle qualité des échantillons et à la validation des méthodes d'analyse. L'étudiant effectue des tests de microbiologie et consigne les résultats dans les registres du laboratoire.,Santé Diagnostics Essais-Cliniques Analyses Microbiologie Pharmacovigilance,6,Oui
OFF-194,Stage Chargé de Marketing Digital,Digital Boost Agency,à distance,Marketing & Digital,Il contribue au positionnement de la marque et à la définition de la stratégie de branding. Le stage porte sur le suivi des indicateurs de croissance et l'animation de la communauté en ligne. Il gère les réseaux sociaux de la marque et planifie un calendrier éditorial de contenu engageant. Il assiste le chef de produit dans le lancement de nouvelles offres et l'étude de la concurrence.,Content-Marketing Branding Google-Ads Canva,5,
OFF-195,Stagiaire Développeur Frontend React,PixelForge Sousse,Ariana,Informatique & Web,Il travaille sur l'architecture backend en Java Spring Boot et la gestion des bases de données SQL. Le candidat contribue aux revues de code et aux tests unitaires afin d'assurer la qualité du logiciel livré. La mission inclut la mise en place de pipelines CI/CD et la conteneurisation des services avec Docker et Kubernetes. Le stagiaire participera au développement d'applications web en JavaScript et React sous la supervision de l'équipe technique.,Docker API-REST CI/CD React,2,Oui
OFF-196,Stage SEO SEA,AdWave Sousse,à distance,Marketing & Digital,Le stagiaire élabore des campagnes SEO et SEA pour améliorer la visibilité des clients sur Google Ads. Il contribue au positionnement de la marque et à la définition de la stratégie de branding. Il analyse les performances des campagnes via Google Analytics et propose des optimisations budgétaires.,Marketing-Automation SEA Emailing Canva Content-Marketing,2,Oui
OFF-197,Stage Bureau d'Études Structures,BTP Confort,Sousse,Génie Civil & BTP,Le stage porte sur le suivi budgétaire des travaux et la gestion des approvisionnements en matériaux. L'étudiant assiste le conducteur de travaux dans la coordination des équipes sur le chantier. Il utilise AutoCAD et Revit pour la conception des plans techniques et des structures du bâtiment.,Métré Structures Sécurité Béton-Armé,4,
OFF-198,Stage Data Analyst,Carthage Analytics,Sfax,Data & IA,Il travaille sur des techniques de TF-IDF et de traitement du langage naturel pour l'analyse de textes. Il développe des modèles de deep learning avec TensorFlow et PyTorch pour des tâches de vision par ordinateur. Le stage porte sur le déploiement de modèles en production via des pratiques MLOps et Spark. Il réalise des analyses statistiques exploratoires et documente les résultats dans des rapports techniques.,TensorFlow Deep-Learning Machine-Learning Scikit-learn Pandas PyTorch,6,Oui
OFF-199,Assistant Recherche Clinique,BioTech Nabeul,à distance,Santé & Biologie,Il contribue au contrôle qualité des échantillons et à la validation des méthodes d'analyse. L'étudiant effectue des tests de microbiologie et consigne les résultats dans les registres du laboratoire. Le stagiaire réalise des analyses en laboratoire et applique les protocoles de contrôle qualité pharmaceutique. La mission inclut des manipulations de biologie moléculaire et l'interprétation de diagnostics médicaux.,Santé Diagnostics Protocoles Pharmacovigilance Contrôle-Qualité Essais-Cliniques,4,Oui
OFF-200,Stage Vision par Ordinateur,NeuralTech Sfax,Ariana,Data & IA,L'étudiant conçoit des tableaux de bord Power BI à partir de données extraites en SQL. Il développe des modèles de deep learning avec TensorFlow et PyTorch pour des tâches de vision par ordinateur.,TensorFlow Machine-Learning SQL Régression-Logistique TF-IDF,4,Non
